app_id;prompt;errors;warnings;error_descriptions;warning_descriptions
12740;instruction;0;0;;
12740;pd_zs;0;0;;
12740;pd_fs;0;0;;
12740;ref_instruction;0;0;;
14283;instruction;2;0;https://via.placeholder.com/40 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180?text=Awesome+Content+Preview - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
14283;pd_zs;1;0;https://via.placeholder.com/60x60/f0f0f0/333?text=IMG - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
14283;pd_fs;0;0;;
14283;ref_instruction;2;0;https://via.placeholder.com/375x150/EEEEEE/9E9E9E?text=Link+Preview+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/40 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
18782;instruction;0;0;;
18782;pd_zs;0;0;;
18782;pd_fs;0;0;;
18782;ref_instruction;0;0;;
20947;instruction;0;0;;
20947;pd_zs;0;0;;
20947;pd_fs;0;0;;
20947;ref_instruction;0;0;;
22151;instruction;0;0;;
22151;pd_zs;0;0;;
22151;pd_fs;0;0;;
22151;ref_instruction;0;0;;
27360;instruction;6;0;https://via.placeholder.com/60x60?text=Event1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/60x60?text=Event2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/60x60?text=Event3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/60x60?text=Event4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/60x60?text=Event5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/60x60?text=Event6 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
27360;pd_zs;5;0;https://via.placeholder.com/64/4285F4/FFFFFF?text=E1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/64/673AB7/FFFFFF?text=E3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/64/FF5722/FFFFFF?text=E2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/64/009688/FFFFFF?text=E4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/64/FFC107/FFFFFF?text=E5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
27360;pd_fs;5;0;https://via.placeholder.com/375x180/FF5733/FFFFFF?text=Music+Festival - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/DAF7A6/333333?text=Community+Dinner - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/33FF57/FFFFFF?text=Tech+Summit - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/3357FF/FFFFFF?text=Farmers+Market - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/FFC300/333333?text=Art+Exhibition - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
27360;ref_instruction;7;0;https://via.placeholder.com/343x193/6200EE/FFFFFF?text=Tech+Summit+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x193/03DAC6/000000?text=Design+Conf+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x193/BB86FC/FFFFFF?text=Dev+Meetup+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x193/FF5252/FFFFFF?text=Marketing+Webinar - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x193/00C853/FFFFFF?text=Startup+Pitch - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x193/FFC107/FFFFFF?text=Art+Fair+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x193/9C27B0/FFFFFF?text=Music+Festival+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
27382;instruction;0;0;;
27382;pd_zs;0;0;;
27382;pd_fs;0;0;;
27382;ref_instruction;0;0;;
27707;instruction;0;0;;
27707;pd_zs;0;0;;
27707;pd_fs;0;0;;
27707;ref_instruction;0;0;;
30982;instruction;0;0;;
30982;pd_zs;0;0;;
30982;pd_fs;1;0;https://via.placeholder.com/40x40/007bff/ffffff?text=ROP - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
30982;ref_instruction;1;0;https://via.placeholder.com/24x24/004d40/ffffff?text=ROP - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
31390;instruction;0;0;;
31390;pd_zs;0;0;;
31390;pd_fs;0;0;;
31390;ref_instruction;0;0;;
32310;instruction;1;0;https://via.placeholder.com/375x200/007bff/ffffff?text=Digital+Product+Cover - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
32310;pd_zs;0;0;;
32310;pd_fs;0;0;;
32310;ref_instruction;0;0;;
3261;instruction;0;0;;
3261;pd_zs;0;0;;
3261;pd_fs;0;0;;
3261;ref_instruction;2;0;https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:435569 Uncaught Error: Switch .mdc-switch__ripple element is required. || https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:436657 Uncaught TypeError: Cannot read properties of undefined (reading 'getBoundingClientRect');
33383;instruction;1;0;https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:436657 Uncaught TypeError: Cannot read properties of undefined (reading 'getBoundingClientRect');
33383;pd_zs;0;0;;
33383;pd_fs;0;0;;
33383;ref_instruction;0;0;;
34346;instruction;0;0;;
34346;pd_zs;12;0;https://via.placeholder.com/40/007bff/FFFFFF?text=TS - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/40/28a745/FFFFFF?text=IC - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/40/ffc107/FFFFFF?text=CA - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/007bff/FFFFFF?text=TS - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150/007bff/FFFFFF?text=JD - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/200x150/007bff/FFFFFF?text=Video+Preview - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/40/fd7e14/FFFFFF?text=BB - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/40/6f42c1/FFFFFF?text=DI - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/007bff/FFFFFF?text=HR - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80/007bff/FFFFFF?text=TS - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/ffc107/FFFFFF?text=Sup - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/28a745/FFFFFF?text=Rec - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
34346;pd_fs;0;0;;
34346;ref_instruction;2;0;https://via.placeholder.com/96/6200EE/FFFFFF?text=JD - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x180/7B1FA2/FFFFFF?text=Video+Thumbnail - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
34517;instruction;1;0;https://via.placeholder.com/375x250/50C878/ffffff?text=Beautiful+Property - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
34517;pd_zs;1;0;https://via.placeholder.com/375x220?text=Property+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
34517;pd_fs;2;0;https://via.placeholder.com/375x220/87CEEB/FFFFFF?text=Property+Image+1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x200/a0c4ff/ffffff?text=Map+of+Property+Location - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
34517;ref_instruction;2;0;https://via.placeholder.com/375x220/87CEEB/FFFFFF?text=Property+Hero+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/ADD8E6/000000?text=Map+Placeholder - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
34527;instruction;0;0;;
34527;pd_zs;0;0;;
34527;pd_fs;0;0;;
34527;ref_instruction;0;0;;
35526;instruction;0;0;;
35526;pd_zs;6;0;https://via.placeholder.com/48/FFD700/000000?text=AppX - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/87CEEB/000000?text=Feat - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/FF6347/FFFFFF?text=Quiz - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/4CAF50/FFFFFF?text=Vid - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/9C27B0/FFFFFF?text=AppY - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/FF9800/FFFFFF?text=Survey - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
35526;pd_fs;0;0;;
35526;ref_instruction;3;0;https://via.placeholder.com/48/81C784/FFFFFF?text=APP1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/64B5F6/FFFFFF?text=APP2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/48/FFB74D/FFFFFF?text=APP3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
3727;instruction;0;0;;
3727;pd_zs;0;0;;
3727;pd_fs;5;0;https://via.placeholder.com/50/FF5733/FFFFFF?text=JD - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/33FF57/FFFFFF?text=JS - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/3357FF/FFFFFF?text=MB - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/FFFF33/000000?text=AL - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/50/FF33FF/FFFFFF?text=CD - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
3727;ref_instruction;0;0;;
37505;instruction;0;0;;
37505;pd_zs;2;0;https://via.placeholder.com/250x150?text=Scanned+Card+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/300x180?text=Original+Card+Image - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
37505;pd_fs;0;0;;
37505;ref_instruction;0;0;;
38961;instruction;0;0;;
38961;pd_zs;0;0;;
38961;pd_fs;0;0;;
38961;ref_instruction;0;0;;
40673;instruction;0;0;;
40673;pd_zs;0;0;;
40673;pd_fs;0;0;;
40673;ref_instruction;0;0;;
43872;instruction;0;0;;
43872;pd_zs;0;0;;
43872;pd_fs;0;0;;
43872;ref_instruction;0;0;;
43977;instruction;1;0;https://via.placeholder.com/120/007bff/ffffff?text=JD - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
43977;pd_zs;1;0;https://via.placeholder.com/120x120/FFD700/FFFFFF?text=Photo - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
43977;pd_fs;0;0;;
43977;ref_instruction;1;0;https://via.placeholder.com/150/6200EE/FFFFFF?text=JD - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
44756;instruction;0;0;;
44756;pd_zs;0;0;;
44756;pd_fs;0;0;;
44756;ref_instruction;0;0;;
47926;instruction;0;0;;
47926;pd_zs;0;0;;
47926;pd_fs;0;0;;
47926;ref_instruction;3;0;https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:435569 Uncaught Error: Switch .mdc-switch__ripple element is required. || https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:436657 Uncaught TypeError: Cannot read properties of undefined (reading 'getBoundingClientRect') || https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:436657 Uncaught TypeError: Cannot read properties of undefined (reading 'getBoundingClientRect');
49794;instruction;0;0;;
49794;pd_zs;8;0;https://via.placeholder.com/56/E91E63/FFFFFF?text=IG - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/FF5722/FFFFFF?text=WA - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/1DB954/FFFFFF?text=SP - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/4285F4/FFFFFF?text=GM - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/000000/FFFFFF?text=NF - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/DB4437/FFFFFF?text=GM - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/00F2EA/FFFFFF?text=TK - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/56/FF0000/FFFFFF?text=YT - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
49794;pd_fs;0;0;;
49794;ref_instruction;0;0;;
53054;instruction;0;0;;
53054;pd_zs;0;0;;
53054;pd_fs;0;0;;
53054;ref_instruction;0;0;;
53469;instruction;9;0;https://via.placeholder.com/120x120/FFD700/FFFFFF?text=Laptop - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120/87CEEB/FFFFFF?text=Smartphone - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120/FF6347/FFFFFF?text=Headphones - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120/98FB98/FFFFFF?text=Smartwatch - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120/DDA0DD/FFFFFF?text=Camera - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/160x160/B0E0E6/333333?text=Drone - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/160x160/F08080/FFFFFF?text=Speaker - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/160x160/ADD8E6/333333?text=Monitor - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/160x160/F5DEB3/333333?text=Watch - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
53469;pd_zs;7;0;https://via.placeholder.com/120x120?text=Product+4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80?text=Deal+1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120?text=Product+2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120?text=Product+3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/120x120?text=Product+1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80?text=New+Arrival - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80?text=Premium - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
53469;pd_fs;0;0;;
53469;ref_instruction;8;0;https://via.placeholder.com/150x120/E0E0E0/FFFFFF?text=Chair - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x120/E0E0E0/FFFFFF?text=Smartwatch - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x120/E0E0E0/FFFFFF?text=Earbuds - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x120/E0E0E0/FFFFFF?text=Charger - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x120/E0E0E0/FFFFFF?text=Headphones - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x180/E0E0E0/FFFFFF?text=Robotics+Kit - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x180/E0E0E0/FFFFFF?text=Smart+Home - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/343x180/E0E0E0/FFFFFF?text=Drone+Camera - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
54377;instruction;0;0;;
54377;pd_zs;5;0;https://via.placeholder.com/150x80/e0e0e0/555555?text=Template+1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x80/e0e0e0/555555?text=Template+2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x80/e0e0e0/555555?text=Template+3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x80/e0e0e0/555555?text=Template+4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x80/e0e0e0/555555?text=Template+5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
54377;pd_fs;21;0;file:///C:/Users/Marija/IdeaProjects/gui-prototyping-analysis/generated_guis/54377/pd_fs.html 790:35 Uncaught TypeError: Cannot read properties of null (reading 'classList') || https://via.placeholder.com/150x100?text=P3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=P2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=P1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=P5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=P4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=P6 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=T4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=T3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=T2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=T1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=P7 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=T5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=T6 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S6 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/150x100?text=S7 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
54377;ref_instruction;0;0;;
54468;instruction;0;0;;
54468;pd_zs;0;0;;
54468;pd_fs;0;0;;
54468;ref_instruction;0;0;;
56905;instruction;0;0;;
56905;pd_zs;0;0;;
56905;pd_fs;0;0;;
56905;ref_instruction;0;0;;
58124;instruction;0;0;;
58124;pd_zs;0;0;;
58124;pd_fs;0;0;;
58124;ref_instruction;0;0;;
59429;instruction;0;0;;
59429;pd_zs;0;0;;
59429;pd_fs;0;0;;
59429;ref_instruction;0;0;;
59576;instruction;0;0;;
59576;pd_zs;0;0;;
59576;pd_fs;0;0;;
59576;ref_instruction;0;0;;
61851;instruction;5;0;https://via.placeholder.com/375x180/FFCC00/000000?text=DHL+F1+Logistics - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/FFCC00/000000?text=DHL+Innovation+Forum - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/FFCC00/000000?text=DHL+Green+Initiatives - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/FFCC00/000000?text=DHL+eSports+Partnership - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/FFCC00/000000?text=DHL+Sports+Sponsorship - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
61851;pd_zs;6;0;https://via.placeholder.com/375x180/007bff/FFFFFF?text=Sports+Highlight - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/28a745/FFFFFF?text=Community+Event - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/ffc107/FFFFFF?text=Logistics+Update - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/6f42c1/FFFFFF?text=Tech+Innovation - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/dc3545/FFFFFF?text=Health+Discovery - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/375x180/17a2b8/FFFFFF?text=Market+Insights - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
61851;pd_fs;5;0;https://via.placeholder.com/335x180/FFCC00/000000?text=DHL+News+Image+1 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/335x180/FFCC00/000000?text=DHL+News+Image+5 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/335x180/FFCC00/000000?text=DHL+News+Image+4 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/335x180/FFCC00/000000?text=DHL+News+Image+2 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/335x180/FFCC00/000000?text=DHL+News+Image+3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
61851;ref_instruction;0;0;;
63575;instruction;4;0;https://via.placeholder.com/80x80/2e8b57/ffffff?text=VitC - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/8fbc8f/ffffff?text=BComplex - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/98fb98/ffffff?text=MultiVit - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/66cdaa/ffffff?text=Omega3 - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
63575;pd_zs;0;0;;
63575;pd_fs;0;0;;
63575;ref_instruction;5;0;https://via.placeholder.com/80x80/03DAC6/FFFFFF?text=Pill - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/6200EE/FFFFFF?text=Capsule - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/9C27B0/FFFFFF?text=Gel - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/FF6200/FFFFFF?text=Supplement - Failed to load resource: net::ERR_NAME_NOT_RESOLVED || https://via.placeholder.com/80x80/29B6F6/FFFFFF?text=Vitamin - Failed to load resource: net::ERR_NAME_NOT_RESOLVED;
64858;instruction;0;0;;
64858;pd_zs;0;0;;
64858;pd_fs;0;0;;
64858;ref_instruction;0;0;;
65592;instruction;0;0;;
65592;pd_zs;0;0;;
65592;pd_fs;0;0;;
65592;ref_instruction;2;0;https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:435569 Uncaught Error: Switch .mdc-switch__ripple element is required. || https://unpkg.com/material-components-web@latest/dist/material-components-web.min.js 0:436657 Uncaught TypeError: Cannot read properties of undefined (reading 'getBoundingClientRect');
67044;instruction;0;0;;
67044;pd_zs;0;0;;
67044;pd_fs;0;0;;
67044;ref_instruction;0;0;;
68368;instruction;0;0;;
68368;pd_zs;0;0;;
68368;pd_fs;0;0;;
68368;ref_instruction;0;0;;
69574;instruction;0;0;;
69574;pd_zs;0;0;;
69574;pd_fs;0;0;;
69574;ref_instruction;0;0;;
69587;instruction;0;0;;
69587;pd_zs;0;0;;
69587;pd_fs;0;0;;
69587;ref_instruction;0;0;;
70410;instruction;0;0;;
70410;pd_zs;0;0;;
70410;pd_fs;0;0;;
70410;ref_instruction;0;0;;
8640;instruction;0;0;;
8640;pd_zs;0;0;;
8640;pd_fs;0;0;;
8640;ref_instruction;0;0;;
